,cost,rooms,area,type,bedrooms,baths,garage,etage,balconyOrTerrace,garden,kitchen,guest_toilet,lift,basement,no_stairs_access,currently_rented
0,1340000,3.0,174.69,Etagenwohnung,,2,1,3,True,False,False,False,False,False,False,False
0,246000,1.0,31.24,Terrassenwohnung,,1,1,4,True,False,True,False,True,True,False,False
0,1180000,2.0,91.7,Etagenwohnung,,,,2,True,False,True,True,False,True,False,False
0,1020500,4.0,102.0,Erdgeschosswohnung,,2,1,0,True,True,True,True,True,False,True,False
0,1890000,4.0,177.71,Penthouse,3,2,2,5,False,False,False,True,True,False,False,False
0,3895000,5.5,211.74,Etagenwohnung,,1,2,,True,True,True,True,False,False,False,False
0,749000,3.0,87.0,Dachgeschoss,2,1,1,2,True,False,True,False,False,True,False,True
0,945000,3.5,102.0,,,2,,,False,False,False,False,True,False,False,False
0,1069000,5.0,107.0,Etagenwohnung,4,2,1,2,True,False,True,False,True,True,False,False
0,467500,2.0,47.97,Erdgeschosswohnung,1,1,1,0,True,True,False,False,True,True,True,False
0,799000,4.0,97.8,Etagenwohnung,,1,1,3,True,False,False,True,False,False,False,False
0,239000,1.0,22.0,Etagenwohnung,,1,,5,True,False,True,False,True,False,False,False
0,479000,2.0,51.7,Etagenwohnung,,1,1,1,True,False,True,False,True,False,False,False
0,4850000,8.0,388.0,Penthouse,6,1,3,1,True,True,True,True,True,True,False,False
0,369000,1.0,22.0,Etagenwohnung,,,,,True,False,True,False,False,False,False,True
0,540000,2.0,55.8,Etagenwohnung,,,,,True,False,True,False,False,False,False,True
0,479000,2.0,32.17,Etagenwohnung,1,1,,1,False,True,True,False,True,True,False,False
0,429000,2.0,51.55,Erdgeschosswohnung,1,1,1,0,True,False,True,False,True,False,False,False
0,459000,3.0,63.0,Sonstige,,1,,2,True,False,True,False,True,True,True,False
0,470000,2.0,60.0,Etagenwohnung,,1,1,3,True,False,True,False,False,True,False,True
0,398000,3.0,70.1,Etagenwohnung,2,1,1,1,True,False,False,False,False,True,False,False
0,370000,1.0,36.0,Etagenwohnung,,1,,1,True,False,True,False,True,True,False,False
0,469000,2.0,65.88,,1,1,1,1,True,True,True,False,False,True,False,False
0,499000,2.0,63.0,Etagenwohnung,1,1,,9,True,False,True,False,True,True,False,False
0,390000,1.0,39.32,Etagenwohnung,,1,,1,True,False,False,False,True,False,False,False
0,205000,1.0,26.0,Souterrain,,1,,0,False,True,True,False,False,False,False,False
0,659000,4.0,76.0,Etagenwohnung,2,1,,1,True,False,False,False,False,True,False,False
0,478000,2.0,52.0,Etagenwohnung,,1,1,6,True,False,False,False,False,False,False,True
0,299000,1.0,35.0,Dachgeschoss,1,1,1,2,False,False,False,False,False,True,False,True
0,289000,1.0,35.0,Etagenwohnung,1,1,1,0,True,True,True,False,True,True,False,True
0,649000,3.0,71.0,Etagenwohnung,2,1,1,1,True,True,True,True,False,True,False,False
0,405000,2.0,63.55,Etagenwohnung,1,1,1,1,True,False,True,False,False,True,False,False
0,449000,2.0,63.77,Etagenwohnung,,1,,,True,False,False,True,False,False,False,False
0,890000,3.0,100.0,Etagenwohnung,1,1,2,1,True,False,True,True,True,True,False,False
0,329999,1.0,24.5,Etagenwohnung,,1,,,False,False,True,False,True,False,False,False
0,1925000,5.0,188.0,Erdgeschosswohnung,3,3,2,0,True,False,True,False,True,True,False,False
0,699000,3.0,79.0,Dachgeschoss,2,1,1,4,True,False,True,True,True,True,False,False
0,6784000,5.0,256.0,Penthouse,3,2,,4,True,False,True,True,True,True,False,False
0,441400,2.0,55.18,Etagenwohnung,1,1,T,,True,False,False,False,True,True,False,False
0,619000,4.0,84.0,Etagenwohnung,3,1,,6,True,False,True,True,True,True,False,False
0,740000,2.0,51.0,Etagenwohnung,1,1,,3,False,False,True,False,False,True,False,False
0,849000,5.0,113.0,Etagenwohnung,4,1,T,,False,False,True,True,False,True,False,False
0,873000,3.0,60.0,Etagenwohnung,3,1,,3,False,False,False,False,False,True,False,False
0,449000,3.0,78.0,Etagenwohnung,2,1,,2,True,True,False,True,True,True,False,True
0,699000,3.0,67.22,Etagenwohnung,3,1,1,2,True,False,True,False,True,True,True,False
0,1690000,3.5,131.05,Maisonette,2,2,2,3,True,True,True,True,True,True,False,False
0,2579000,4.5,160.0,Hochparterre,3,2,1,0,True,True,True,True,False,True,False,False
0,3100000,6.0,293.0,Erdgeschosswohnung,,,3,0,True,False,True,False,True,True,False,False
0,765000,2.0,40.0,Etagenwohnung,1,1,,1,False,True,False,False,True,True,True,True
0,1249000,4.0,104.81,Etagenwohnung,,1,,1,True,False,True,False,False,True,False,False
0,855000,4.0,98.0,Dachgeschoss,3,1,1,,True,False,True,True,False,True,False,True
0,570000,2.0,57.01,Erdgeschosswohnung,1,1,1,0,True,True,False,False,True,True,True,False
0,850000,2.5,69.6,Hochparterre,1,1,,,True,False,False,False,False,True,False,False
0,785000,3.0,72.43,Erdgeschosswohnung,2,1,1,,False,True,False,True,True,True,True,False
0,2490000,4.0,145.0,Etagenwohnung,3,2,1,4,False,False,True,False,True,False,False,True
0,758000,3.0,73.46,Dachgeschoss,2,1,1,2,True,True,True,True,False,True,False,False
0,285000,1.0,30.03,Etagenwohnung,1,1,,,False,False,True,False,False,False,False,False
0,280000,1.5,42.0,Etagenwohnung,1,1,1,2,True,False,True,False,True,True,True,True
0,789000,3.0,81.0,Terrassenwohnung,2,1,1,0,True,True,True,False,False,True,True,False
0,870000,3.0,80.0,Etagenwohnung,2,2,1,3,False,False,False,True,False,False,False,False
0,395000,1.0,35.36,Etagenwohnung,,1,,3,True,False,True,False,True,True,False,False
0,430000,2.5,50.0,Etagenwohnung,2,1,,2,True,False,False,False,False,True,False,True
0,769000,2.5,63.0,Sonstige,,1,,2,False,True,True,False,False,True,False,False
0,2750000,3.0,134.0,Sonstige,2,1,1,2,True,False,True,True,True,True,True,False
0,270000,1.0,33.0,Dachgeschoss,,1,1,3,False,True,True,False,False,True,False,False
0,750000,2.0,48.0,,1,1,,4,True,False,True,False,True,True,False,True
0,840000,2.0,72.0,Terrassenwohnung,1,1,1,4,True,False,True,False,True,True,False,True
0,714900,4.0,106.52,Etagenwohnung,3,1,1,5,True,False,True,True,True,True,False,False
0,645000,2.0,51.65,Erdgeschosswohnung,1,1,,0,True,True,True,False,True,True,False,False
0,665000,2.0,59.0,Sonstige,1,1,1,3,True,False,True,False,True,True,False,True
0,9570000,8.0,355.0,Penthouse,,2,6,6,False,False,True,True,True,True,False,False
0,270000,1.5,28.0,,,1,,1,False,False,False,False,False,False,False,False
0,625000,3.0,70.0,Erdgeschosswohnung,,,1,,True,False,True,False,True,True,False,False
0,1498000,3.0,87.0,Etagenwohnung,2,2,1,2,True,False,True,True,True,True,True,False
0,599000,4.0,83.0,Etagenwohnung,,,1,,True,False,True,False,True,False,False,False
0,395000,2.0,55.0,,,,1,1,True,True,False,False,True,True,False,True
0,725000,5.0,135.32,Erdgeschosswohnung,3,2,,,True,False,False,False,False,False,False,False
0,790000,4.0,81.0,Hochparterre,3,1,,,False,False,False,False,True,True,False,False
0,499000,3.0,71.0,Etagenwohnung,2,1,1,5,True,False,False,False,True,False,True,False
0,1250000,4.0,105.0,Etagenwohnung,3,2,1,5,True,False,True,True,True,True,True,False
0,324000,1.0,36.0,,,1,,6,True,False,False,False,True,False,True,True
0,729000,2.0,52.03,Etagenwohnung,1,1,1,2,False,False,False,False,True,True,True,False
0,320000,1.0,29.46,Etagenwohnung,1,1,1,2,True,False,False,False,True,True,False,True
0,529000,3.0,71.0,Etagenwohnung,2,1,,,True,False,False,False,True,False,False,False
0,950000,4.0,100.87,Dachgeschoss,3,2,1,,True,False,True,False,True,False,False,False
0,3500000,5.0,171.49,Dachgeschoss,3,2,,,True,False,False,True,True,True,False,False
0,835000,3.0,70.12,Etagenwohnung,2,1,1,1,True,False,True,False,False,True,True,True
0,748000,1.0,55.19,Etagenwohnung,,1,,2,True,True,True,False,True,True,False,True
0,400000,2.0,47.07,Etagenwohnung,1,1,1,2,True,False,True,False,True,False,False,True
0,1100000,2.0,70.0,Etagenwohnung,1,1,,3,True,False,False,False,False,False,True,False
0,525000,3.0,61.0,Dachgeschoss,2,1,1,,False,False,True,False,True,True,False,True
0,1120000,2.0,62.32,Hochparterre,1,1,,,True,True,True,False,True,True,False,False
0,423500,2.0,33.0,Terrassenwohnung,1,1,1,,True,False,False,False,False,False,False,False
0,730000,3.0,84.7,Hochparterre,2,2,1,0,True,False,False,False,False,True,False,True
0,1350000,3.0,82.0,Etagenwohnung,,1,,2,True,True,False,False,True,True,False,False
0,589000,2.0,60.0,Etagenwohnung,1,1,1,1,True,False,False,False,True,True,True,False
0,333000,2.0,32.7,Dachgeschoss,1,1,,2,False,False,False,False,False,True,False,False
0,748000,3.5,80.0,Etagenwohnung,,1,1,1,True,False,True,True,True,True,True,False
0,499000,2.0,52.24,Etagenwohnung,1,1,1,1,True,False,True,False,False,True,False,True
0,260000,1.0,33.7,Etagenwohnung,,,1,5,False,False,True,False,False,True,False,True
0,595000,3.0,75.0,Erdgeschosswohnung,2,1,1,,True,False,True,True,True,True,True,False
0,319000,1.0,33.0,Etagenwohnung,,1,,,True,False,True,False,True,True,False,False
0,1119000,2.0,71.25,Erdgeschosswohnung,,2,,0,True,False,False,True,True,True,False,False
0,888000,4.0,96.1,Erdgeschosswohnung,,2,1,0,True,True,True,True,True,True,True,False
0,1165000,4.0,112.21,Erdgeschosswohnung,,2,1,0,True,True,True,False,True,True,True,False
0,284000,1.0,36.0,Etagenwohnung,1,1,,1,True,True,True,False,True,True,False,True
0,750000,3.0,75.0,Etagenwohnung,2,1,1,2,True,True,True,False,False,True,False,False
0,589000,2.0,62.85,Etagenwohnung,1,1,,2,False,False,False,False,False,False,False,True
0,1650000,3.0,183.0,Erdgeschosswohnung,,2,1,0,True,False,False,True,True,False,False,False
0,455500,2.0,62.0,Etagenwohnung,1,1,1,1,True,False,True,False,False,True,False,True
0,850000,3.0,87.0,Erdgeschosswohnung,2,1,1,,True,False,False,True,False,True,False,True
0,799000,4.0,85.35,Etagenwohnung,2,1,,1,False,False,False,False,False,False,False,True
0,910000,3.0,75.6,,,,,,True,False,False,False,False,False,False,False
0,489700,2.0,45.63,Etagenwohnung,1,1,,1,True,False,True,False,False,True,False,False
0,1190000,3.5,88.0,Etagenwohnung,2,1,,,False,False,False,False,False,True,False,True
0,279900,1.0,32.0,Hochparterre,,1,,1,True,False,True,False,True,True,False,False
0,290000,1.0,32.0,Etagenwohnung,,,,8,False,False,True,False,True,True,False,False
0,280000,1.0,35.5,Etagenwohnung,,1,,,True,False,True,False,True,False,False,True
0,649000,3.0,94.0,Etagenwohnung,2,1,,1,True,False,True,False,False,True,False,False
0,2300000,5.0,192.0,Etagenwohnung,,1,,2,True,False,False,True,False,False,True,True
0,925000,3.0,102.75,Etagenwohnung,2,1,,1,True,False,True,True,False,True,False,False
0,644000,3.0,69.6,Etagenwohnung,1,1,,2,False,False,False,False,False,False,False,True
0,419500,3.0,59.97,Etagenwohnung,2,1,T,,True,False,False,False,True,True,False,True
0,580000,2.0,50.0,Etagenwohnung,1,1,1,1,True,True,False,False,True,True,False,False
0,735000,2.0,67.28,Etagenwohnung,1,1,1,4,False,False,True,False,False,True,False,False
0,330000,1.0,42.0,,,,1,,True,False,False,False,False,True,False,False
0,620000,3.0,72.0,Erdgeschosswohnung,,1,,0,True,False,True,False,True,True,True,False
0,539000,2.0,38.92,Etagenwohnung,1,1,1,4,True,False,True,False,True,True,False,True
0,1674000,4.0,204.0,Maisonette,,2,2,,True,False,False,False,False,False,False,False
0,1389900,3.5,114.26,Etagenwohnung,2,1,1,1,True,False,True,True,True,True,True,False
0,995000,2.0,60.0,Dachgeschoss,1,1,,4,False,False,True,False,True,True,False,False
0,1600000,6.0,160.0,Terrassenwohnung,5,2,1,0,True,True,True,True,False,True,False,False
0,1090000,3.0,106.0,Hochparterre,2,1,,,False,False,True,False,True,False,False,False
0,620000,3.0,100.0,,,,,,True,False,False,False,False,False,False,False
0,1100000,3.0,132.0,,2,2,2,2,True,True,True,True,False,True,False,False
0,439000,3.0,84.0,,,,1,0,True,False,False,False,False,False,False,False
0,890000,3.0,86.6,,1,1,1,5,True,False,True,False,True,True,True,False
0,599000,4.0,75.0,Etagenwohnung,3,1,,3,True,True,True,False,False,True,False,False
0,279000,1.0,34.0,Etagenwohnung,1,1,D,3,True,False,False,False,True,True,False,True
0,430000,2.0,55.0,Etagenwohnung,1,1,1,2,True,False,True,False,True,True,False,True
0,690000,3.0,71.0,,,,,1,False,False,False,False,False,False,False,True
0,1180000,4.0,110.0,Etagenwohnung,2,1,1,2,True,True,True,True,True,True,False,True
0,559000,2.0,61.3,Etagenwohnung,,1,,9,True,False,False,False,False,False,False,True
0,415000,2.0,54.57,Etagenwohnung,,1,1,1,True,False,False,False,False,False,False,False
0,410000,1.0,41.0,Etagenwohnung,,1,,0,True,False,True,False,False,True,False,False
0,1690000,2.0,77.03,Etagenwohnung,,2,,,True,False,False,True,True,True,False,False
0,525000,3.0,63.0,Etagenwohnung,,,,1,True,False,False,False,False,True,False,True
0,1070000,5.0,127.0,Etagenwohnung,3,2,1,7,True,False,True,False,True,True,False,False
0,1280000,2.0,90.0,Etagenwohnung,1,1,1,2,True,False,True,False,True,True,False,False
0,1677000,3.0,114.5,,,,,,True,False,False,False,True,False,True,False
0,1150000,3.0,128.0,Etagenwohnung,2,2,1,1,True,False,True,True,True,True,False,True
0,926000,4.0,102.0,,,,,,True,False,False,False,False,False,False,False
0,880000,2.0,80.0,Etagenwohnung,1,1,1,3,True,False,True,False,True,True,False,False
0,785000,3.0,71.0,Etagenwohnung,2,1,1,3,True,False,True,False,True,True,False,False
0,1350000,3.0,126.0,Penthouse,1,1,1,1,True,False,False,False,True,True,False,False
0,819000,4.0,121.0,Etagenwohnung,1,1,2,,False,False,True,False,False,False,False,False
0,869500,3.0,67.0,Hochparterre,,,,0,False,True,True,False,True,True,False,False
0,1079000,2.5,117.0,Penthouse,,2,1,2,True,False,True,True,True,True,True,False
0,800000,3.0,89.0,Etagenwohnung,2,1,,4,False,False,False,False,True,True,False,True
0,425000,1.5,44.0,Etagenwohnung,1,1,1,1,True,True,True,False,True,True,False,False
0,790000,3.0,67.53,Etagenwohnung,2,1,1,1,True,False,True,False,False,True,False,True
0,2490000,4.0,236.0,,,,,,False,False,True,True,False,False,False,False
0,800000,2.0,65.0,Erdgeschosswohnung,1,1,1,,True,True,True,False,True,True,True,False
0,1285000,4.0,129.0,Etagenwohnung,2,2,3,7,True,False,True,True,True,True,True,False
0,2400000,5.0,200.0,Dachgeschoss,4,3,2,,True,False,False,True,False,True,False,True
0,1150000,4.5,130.0,Maisonette,3,1,1,1,True,False,True,True,False,True,False,False
0,679000,3.0,88.83,Etagenwohnung,2,1,,2,True,False,True,True,False,True,False,False
0,328000,1.0,37.0,Etagenwohnung,1,1,1,3,True,False,True,False,True,True,True,False
0,1430000,3.0,130.0,Maisonette,2,,2,0,True,True,False,True,True,True,True,False
0,880000,4.5,96.0,Erdgeschosswohnung,,,,,True,False,True,False,False,False,False,False
0,2020000,2.0,96.0,Maisonette,1,2,1,5,True,False,False,True,True,True,False,False
0,958000,2.0,65.0,Maisonette,1,2,1,3,True,False,True,False,False,True,False,False
0,739000,2.0,66.0,Etagenwohnung,1,2,1,1,True,False,True,False,True,True,False,False
0,515000,3.0,67.0,Terrassenwohnung,2,1,,0,True,True,False,False,True,True,True,False
0,1540000,5.0,100.0,Terrassenwohnung,2,2,1,0,True,True,False,True,True,True,False,False
0,460000,2.0,55.0,Terrassenwohnung,1,1,1,0,True,False,False,False,False,True,False,True
0,350000,1.0,27.7,Hochparterre,,1,1,,True,False,True,False,True,True,False,False
0,795000,3.0,92.28,Etagenwohnung,2,1,1,3,True,False,True,False,True,False,False,False
0,2450000,5.0,205.0,Erdgeschosswohnung,4,2,2,0,True,False,True,True,True,True,False,False
0,775000,3.5,87.0,Etagenwohnung,,1,1,1,True,False,False,True,False,False,False,True
0,2160000,4.0,160.0,Penthouse,,,2,,True,True,False,True,True,True,True,False
0,399900,1.0,26.06,Etagenwohnung,1,1,,4,True,False,True,False,True,False,False,False
0,840000,2.0,56.0,Etagenwohnung,,1,1,2,True,False,True,True,True,True,False,False
0,349000,2.0,44.74,Etagenwohnung,,,,2,True,False,True,False,False,False,False,True
0,300000,1.0,43.0,Etagenwohnung,1,1,1,8,True,False,True,False,True,True,False,True
0,542000,3.0,75.0,,,,,,True,False,False,False,False,False,False,False
0,295000,3.0,84.0,Hochparterre,,1,1,1,True,True,True,False,False,True,False,False
0,550000,2.0,53.0,Terrassenwohnung,1,1,1,0,True,True,True,False,True,True,False,False
0,619000,3.0,79.7,Etagenwohnung,2,1,2,2,True,False,True,True,False,True,False,False
0,749000,2.0,67.0,Erdgeschosswohnung,1,1,1,,True,False,True,False,False,True,False,False
0,859900,4.0,96.25,Etagenwohnung,3,1,1,1,True,False,True,True,True,True,False,True
0,740000,2.0,60.3,Etagenwohnung,1,1,,3,True,False,True,False,False,True,False,False
0,1490000,6.0,129.0,Etagenwohnung,6,,1,0,True,True,True,False,False,True,False,False
0,4122000,4.0,218.47,Dachgeschoss,3,2,3,,True,False,True,False,True,False,False,False
0,650000,3.0,57.0,Etagenwohnung,,1,,2,True,False,True,False,True,True,False,True
0,649000,4.0,87.0,,3,1,A,1,True,False,False,True,False,True,False,False
0,879000,3.0,111.0,Maisonette,1,2,,1,True,False,True,False,False,True,False,False
0,990000,3.0,83.14,Etagenwohnung,1,1,,2,True,False,False,False,True,False,False,False
0,677500,4.5,137.0,,,,1,,False,True,True,False,True,True,False,False
0,465000,2.0,57.0,Erdgeschosswohnung,1,1,,0,True,True,True,False,True,True,False,True
0,399000,2.0,44.0,Etagenwohnung,1,1,1,3,False,True,False,False,True,True,True,False
0,3200000,5.0,133.0,Etagenwohnung,3,2,,1,True,False,True,True,True,True,False,False
0,1985000,4.0,115.0,Dachgeschoss,3,1,1,3,True,True,True,False,False,True,False,False
0,928000,3.0,65.1,Etagenwohnung,,1,1,1,False,False,False,False,True,True,True,False
0,800000,3.0,96.0,Etagenwohnung,2,1,1,5,True,False,False,False,False,True,False,False
0,699000,3.0,80.0,Etagenwohnung,,,,1,True,False,True,False,True,True,False,False
0,3200000,5.0,218.17,Maisonette,3,3,,,False,False,True,False,True,False,False,False
0,349900,2.5,53.0,Erdgeschosswohnung,,,,0,True,True,False,False,False,True,False,True
0,745000,3.0,77.5,Etagenwohnung,2,1,1,1,True,False,True,False,True,False,False,False
0,790000,2.5,60.0,,,1,,,False,False,False,False,False,True,False,False
0,517500,2.0,61.0,Dachgeschoss,1,1,1,2,True,False,False,False,False,True,False,False
0,750000,2.0,62.0,Hochparterre,1,1,1,,True,False,True,False,True,True,True,False
0,882000,5.0,94.0,Etagenwohnung,3,2,1,3,True,False,True,True,True,True,False,False
0,250000,1.0,19.0,Etagenwohnung,1,1,1,5,True,False,True,False,True,False,False,False
0,650000,2.0,78.0,Etagenwohnung,1,1,1,0,True,False,False,False,False,True,False,False
0,379000,2.5,48.0,Etagenwohnung,1,1,,2,True,False,False,False,False,True,False,True
0,885000,3.0,70.0,Souterrain,,1,,-,False,False,False,False,False,False,False,True
0,372000,2.0,53.0,Etagenwohnung,,,1,5,False,False,True,False,True,True,False,True
0,1096860,4.0,107.0,Etagenwohnung,3,2,1,3,True,False,False,True,True,True,False,False
0,639000,3.0,76.0,Etagenwohnung,2,1,1,0,True,False,False,False,True,False,False,False
0,499500,1.0,68.0,Erdgeschosswohnung,,1,,,True,False,False,False,True,False,False,False
0,690000,3.0,76.0,Etagenwohnung,,1,1,3,True,False,True,False,True,True,True,False
0,949000,3.5,112.0,Dachgeschoss,2,2,1,2,True,False,True,False,True,True,True,False
0,1195000,3.0,125.46,Etagenwohnung,2,1,2,1,True,False,False,True,True,True,False,False
0,1450000,3.0,158.01,Erdgeschosswohnung,2,2,1,,True,False,True,False,False,True,False,False
0,749000,3.0,87.3,Etagenwohnung,2,2,,1,True,False,True,False,False,True,False,False
0,1790000,7.0,221.83,Dachgeschoss,5,3,1,2,True,False,True,True,True,True,False,False
0,650000,3.0,86.0,Etagenwohnung,2,1,2,1,True,False,True,True,True,True,False,False
0,854000,3.0,87.17,Etagenwohnung,2,1,1,1,True,False,False,True,True,True,True,False
0,429000,1.0,42.22,Etagenwohnung,,1,,,True,True,True,False,False,True,False,False
0,935000,3.0,90.0,,2,1,1,1,True,False,True,False,False,False,False,True
0,483000,1.0,47.0,Etagenwohnung,,1,1,3,True,False,True,False,True,True,True,False
0,495000,3.0,69.19,Etagenwohnung,2,1,,8,True,False,True,True,True,False,False,False
0,441000,1.0,54.38,Maisonette,,1,1,,True,False,False,False,True,True,False,False
0,745700,3.0,65.0,Etagenwohnung,2,1,1,2,True,False,True,True,True,True,False,False
0,385000,1.0,37.5,Etagenwohnung,1,1,1,2,False,False,True,False,False,True,False,False
0,950000,3.0,120.0,Etagenwohnung,1,1,1,1,True,False,True,True,False,True,False,False
0,1999000,4.0,112.0,Etagenwohnung,,1,,2,False,True,False,False,False,False,False,False
0,330000,1.0,37.0,Etagenwohnung,1,1,,3,False,False,True,False,True,True,False,False
0,379000,2.0,46.27,Etagenwohnung,1,1,1,,True,False,True,False,True,False,False,False
0,400000,2.0,42.0,Terrassenwohnung,1,1,1,0,True,True,True,False,True,True,True,True
0,1350000,2.0,72.8,Hochparterre,1,1,1,1,True,True,True,False,True,True,False,False
0,715000,3.5,78.4,Etagenwohnung,2,1,1,1,True,False,True,False,True,False,False,False
0,399900,1.0,26.85,Erdgeschosswohnung,1,1,1,,True,True,True,False,True,True,False,False
0,373000,2.0,29.21,Etagenwohnung,1,1,1,,True,False,False,False,False,False,False,False
0,749000,4.0,90.0,,3,2,1,7,True,False,True,True,True,True,False,False
0,749000,4.0,85.0,Etagenwohnung,3,1,2,5,True,False,False,True,True,True,False,False
0,419900,1.0,35.0,Etagenwohnung,1,1,,1,False,False,True,False,True,False,False,False
0,139900,1.0,37.0,Etagenwohnung,1,1,,6,True,True,True,False,True,True,True,True
0,850000,3.0,77.45,Etagenwohnung,2,1,1,2,True,False,True,False,True,False,False,False
0,550000,3.0,76.0,Erdgeschosswohnung,,,2,0,True,False,True,False,True,True,False,False
0,1300000,4.0,148.0,Etagenwohnung,,,2,1,False,False,True,True,False,True,False,True
0,275000,1.0,26.0,,,1,,1,True,False,False,False,False,False,False,False
0,750000,2.5,80.0,Etagenwohnung,,,,5,True,False,True,False,True,True,False,False
0,7500000,5.0,281.0,Erdgeschosswohnung,3,3,3,0,True,True,True,True,True,True,False,False
